cnp;produto;gh_ou_hmr3;laboratorio;desconto;pva;pvp;iva_valor
5259163;LERCANIDIPINA RATIOPHARM 20 MG 28;GH0758 - Lercanidipina | A101 | Oral | 20 mg | [21-60];TEVA;0,35;4,06;5,57;0,06
5268933;LETROZOL TEVA 2.5 MG 30;GH0647 - Letrozol | A101 | Oral | 2.5 mg | [21-60];TEVA;0,35;32,07;44,1;0,06
5436704;LEVETIRACETAM RATIOPHARM 100 MG/ML 300 ML - 1 UNIDADE;GH0827 - Levetiracetam | A112 | Oral | 100 mg/ml | > 199;TEVA;0,0;26,19;37,48;0,06
5403944;LEVETIRACETAM RATIOPHARM 1000 MG 60;GH0826 - Levetiracetam | A101 | Oral | 1000 mg | [21-60];TEVA;0,3;20,11;26,96;0,06
5403928;LEVETIRACETAM RATIOPHARM 250 MG 60;GH0824 - Levetiracetam | A101 | Oral | 250 mg | [21-60];TEVA;0,3;5,03;6,68;0,06
5403936;LEVETIRACETAM RATIOPHARM 500 MG 60;GH0825 - Levetiracetam | A101 | Oral | 500 mg | [21-60];TEVA;0,35;10,44;16,0;0,06
5490024;LEVETIRACETAM TEVA 100 MG/ML 300 ML - 1 UNIDADE;GH0827 - Levetiracetam | A112 | Oral | 100 mg/ml | > 199;TEVA;0,0;11,73;17,46;0,06
5403977;LEVETIRACETAM TEVA 1000 MG 60;GH0826 - Levetiracetam | A101 | Oral | 1000 mg | [21-60];TEVA;0,2;17,58;24,09;0,06
5403951;LEVETIRACETAM TEVA 250 MG 60;GH0824 - Levetiracetam | A101 | Oral | 250 mg | [21-60];TEVA;0,2;5,03;6,68;0,06
5403969;LEVETIRACETAM TEVA 500 MG 60;GH0825 - Levetiracetam | A101 | Oral | 500 mg | [21-60];TEVA;0,35;9,04;12,94;0,06
5591920;LEVOCETIRIZINA RATIOPHARM 5 MG 21;GH0759 - Levocetirizina | A101 | Oral | 5 mg | [21-60];TEVA;0,25;2,13;3,37;0,06
5642657;LEVODOPA + CARBIDOPA + ENTACAPONA RATIOPHARM 100 MG + 25 MG + 200 MG 100;GH1056 - Levodopa + Carbidopa + Entacapona | A101 | Oral | 100 mg + 25 mg + 200 mg | [31-100];TEVA;0,4;30,58;42,42;0,06
5642665;LEVODOPA + CARBIDOPA + ENTACAPONA RATIOPHARM 125 MG + 31.25 MG + 200 MG 100;GH1057 - Levodopa + Carbidopa + Entacapona | A101 | Oral | 125 mg + 31.25 mg + 200 mg | [31-100];TEVA;0,5;35,12;47,54;0,06
5642673;LEVODOPA + CARBIDOPA + ENTACAPONA RATIOPHARM 150 MG + 37.5 MG + 200 MG 100;GH1058 - Levodopa + Carbidopa + Entacapona | A101 | Oral | 150 mg + 37.5 mg + 200 mg | [31-100];TEVA;0,4;33,14;45,31;0,06
5642715;LEVODOPA + CARBIDOPA + ENTACAPONA RATIOPHARM 200 MG + 50 MG + 200 MG 100;GH1059 - Levodopa + Carbidopa + Entacapona | A101 | Oral | 200 mg + 50 mg + 200 mg | [31-100];TEVA;0,4;38,12;50,92;0,06
5642608;LEVODOPA + CARBIDOPA + ENTACAPONA RATIOPHARM 50 MG + 12.5 MG + 200 MG 100;GH1054 - Levodopa + Carbidopa + Entacapona | A101 | Oral | 50 mg + 12.5 mg + 200 mg | [31-100];TEVA;0,45;30,19;41,98;0,06
5642574;LEVODOPA + CARBIDOPA + ENTACAPONA RATIOPHARM 50 MG + 12.5 MG + 200 MG 30;GH1053 - Levodopa + Carbidopa + Entacapona | A101 | Oral | 50 mg + 12.5 mg + 200 mg | [1-30];TEVA;0,4;11,42;17,11;0,06
5642616;LEVODOPA + CARBIDOPA + ENTACAPONA RATIOPHARM 75 MG + 18.75 MG + 200 MG 100;GH1055 - Levodopa + Carbidopa + Entacapona | A101 | Oral | 75 mg + 18.75 mg + 200 mg | [31-100];TEVA;0,4;34,21;46,51;0,06
5161138;LEVOFLOXACINA TEVA 250 MG 10;GH0481 - Levofloxacina | A101 | Oral | 250 mg | [6-16];TEVA;0,2;4,88;6,51;0,06
5161153;LEVOFLOXACINA TEVA 500 MG 10;GH0482 - Levofloxacina | A101 | Oral | 500 mg | [6-16];TEVA;0,2;5,61;8,34;0,06
5161146;LEVOFLOXACINA TEVA 500 MG 7;GH0482 - Levofloxacina | A101 | Oral | 500 mg | [6-16];TEVA;0,2;3,98;5,48;0,06
5552146;LEVOTIROXINA SÓDICA RATIOPHARM 0.025 MG 60;GH0802 - Levotiroxina sódica | A101 | Oral | 0.025 mg | [21-60];TEVA;0,3;2,05;3,28;0,06
5552153;LEVOTIROXINA SÓDICA RATIOPHARM 0.05 MG 60;GH0803 - Levotiroxina sódica | A101 | Oral | 0.05 mg | [21-60];TEVA;0,3;1,23;2,34;0,06
5552161;LEVOTIROXINA SÓDICA RATIOPHARM 0.075 MG 60;GH1065 - Levotiroxina sódica | A101 | Oral | 0.075 mg | [21-60] unidades;TEVA;0,3;1,61;2,78;0,06
5552179;LEVOTIROXINA SÓDICA RATIOPHARM 0.1 MG 60;GH0804 - Levotiroxina sódica | A101 | Oral | 0.1 mg | [21-60];TEVA;0,3;1,4;2,53;0,06
5552203;LEVOTIROXINA SÓDICA RATIOPHARM 0.125 MG 60;GH1066 - Levotiroxina sódica | A101 | Oral | 0.125 mg | [21-60] unidades;TEVA;0,3;2,52;3,82;0,06
5591276;LEVOTIROXINA SÓDICA RATIOPHARM 0.15 MG 60;GH1067 - Levotiroxina sódica | A101 | Oral | 0.15 mg | [21-60] unidades;TEVA;0,3;2,55;3,85;0,06
5552211;LEVOTIROXINA SÓDICA RATIOPHARM 0.175 MG 60;GH1068 - Levotiroxina sódica | A101 | Oral | 0.175 mg | [21-60] unidades;TEVA;0,3;2,55;3,85;0,06
5552229;LEVOTIROXINA SÓDICA RATIOPHARM 0.2 MG 60;GH1069 - Levotiroxina sódica | A101 | Oral | 0.2 mg | [21-60] unidades;TEVA;0,3;2,55;3,85;0,06
5290903;LISINOPRIL + HIDROCLOROTIAZIDA MEPHA 20 MG + 12.5 MG 56;GH0204 - Lisinopril + Hidroclorotiazida | A101 | Oral | 20 mg + 12.5 mg | [21-60];TEVA;0,35;7,02;9,95;0,06
4938585;LISINOPRIL + HIDROCLOROTIAZIDA RATIOPHARM 20 MG + 12.5 MG 60;GH0204 - Lisinopril + Hidroclorotiazida | A101 | Oral | 20 mg + 12.5 mg | [21-60];TEVA;0,4;7,36;11,03;0,06
3697182;LISINOPRIL MEPHA  20 MG 60;GH0094 - Lisinopril | A101 | Oral | 20 mg | [21-60];TEVA;0,3;5,03;6,68;0,06
3695889;LISINOPRIL MEPHA  5 MG 60;GH0098 - Lisinopril | A101 | Oral | 5 mg | [21-60];TEVA;0,3;2,89;4,24;0,06
3584984;LISINOPRIL RATIOPHARM  20 MG 60;GH0094 - Lisinopril | A101 | Oral | 20 mg | [21-60];TEVA;0,35;5,86;8,63;0,06
3583788;LISINOPRIL RATIOPHARM  5 MG 60;GH0098 - Lisinopril | A101 | Oral | 5 mg | [21-60];TEVA;0,45;3,92;5,41;0,06
2678886;LOPERAMIDA RATIOPHARM 2 MG 20;H04.2.5. - Antidiarreicos;TEVA;0,45;2,33;3,5;
3852886;LORATADINA RATIOPHARM 10 MG 20;GH0208 - Loratadina | A101 | Oral | 10 mg | [1-20];TEVA;0,5;3,08;4,46;0,06
5109202;LOSARTAN + HIDROCLOROTIAZIDA MEPHA 100 MG + 25 MG 28;GH0676 - Losartan + Hidroclorotiazida | A101 | Oral | 100 mg + 25 mg | [21-60];TEVA;0,6;5,23;7,91;0,06
5532098;LOSARTAN + HIDROCLOROTIAZIDA MEPHA 50 MG + 12.5 MG 56;GH0487 - Losartan + Hidroclorotiazida | A101 | Oral | 50 mg + 12.5 mg | [21-60];TEVA;0,4;11,4;17,09;0,06
5299334;LOSARTAN + HIDROCLOROTIAZIDA RATIOPHARM 100 MG + 12.5 MG 28;GH0731 - Losartan + Hidroclorotiazida | A101 | Oral | 100 mg + 12.5 mg | [21-60];TEVA;0,6;5,04;7,69;0,06
5410071;LOSARTAN + HIDROCLOROTIAZIDA RATIOPHARM 100 MG + 25 MG 30;GH0676 - Losartan + Hidroclorotiazida | A101 | Oral | 100 mg + 25 mg | [21-60];TEVA;0,55;4,71;6,32;0,06
5410022;LOSARTAN + HIDROCLOROTIAZIDA RATIOPHARM 50 MG + 12.5 MG 60;GH0487 - Losartan + Hidroclorotiazida | A101 | Oral | 50 mg + 12.5 mg | [21-60];TEVA;0,4;6,53;9,39;0,06
5436639;LOSARTAN + HIDROCLOROTIAZIDA TEVA 100 MG + 12.5 MG 28;GH0731 - Losartan + Hidroclorotiazida | A101 | Oral | 100 mg + 12.5 mg | [21-60];TEVA;0,35;5,04;7,69;0,06
5163779;LOSARTAN + HIDROCLOROTIAZIDA TEVA 100 MG + 25 MG 30;GH0676 - Losartan + Hidroclorotiazida | A101 | Oral | 100 mg + 25 mg | [21-60];TEVA;0,45;3,28;4,68;0,06
5100946;LOSARTAN + HIDROCLOROTIAZIDA TEVA 50 MG + 12.5 MG 60;GH0487 - Losartan + Hidroclorotiazida | A101 | Oral | 50 mg + 12.5 mg | [21-60];TEVA;0,4;3,13;4,51;0,06
5409313;LOSARTAN MEPHA 100 MG 56;GH0520 - Losartan | A101 | Oral | 100 mg | [21-60];TEVA;0,5;6,54;9,4;0,06
5406012;LOSARTAN MEPHA 50 MG 56;GH0517 - Losartan | A101 | Oral | 50 mg | [21-60];TEVA;0,45;3,12;4,5;0,06
5089628;LOSARTAN RATIOPHARM 100 MG 56;GH0520 - Losartan | A101 | Oral | 100 mg | [21-60];TEVA;0,55;12,71;18,57;0,06
5089602;LOSARTAN RATIOPHARM 50 MG 56;GH0517 - Losartan | A101 | Oral | 50 mg | [21-60];TEVA;0,55;7,96;11,71;0,06
2705184;MAPROTILINA RATIOPHARM   25 MG 60;GH0103 - Maprotilina | A101 | Oral | 25 mg | [21-60];TEVA;0,05;2,73;4,06;0,06
2705283;MAPROTILINA RATIOPHARM   50 MG 60;GH0105 - Maprotilina | A101 | Oral | 50 mg | [21-60];TEVA;0,0;3,94;5,44;0,06
2705382;MAPROTILINA RATIOPHARM   75 MG 60;GH0106 - Maprotilina | A101 | Oral | 75 mg | [21-60];TEVA;0,2;5,48;8,2;0,06
5476544;MELOXICAM RATIOPHARM 15 MG 20;GH0409 - Meloxicam | A101 | Oral | 15 mg | [1-20];TEVA;0,3;2,55;3,85;0,06
5476551;MELOXICAM RATIOPHARM 15 MG 60;GH0410 - Meloxicam | A101 | Oral | 15 mg | [21-60];TEVA;0,5;5,19;7,86;0,06
5476528;MELOXICAM RATIOPHARM 7.5 MG 20;GH0406 - Meloxicam | A101 | Oral | 7.5 mg | [1-20];TEVA;0,3;2,14;3,38;0,06
5476536;MELOXICAM RATIOPHARM 7.5 MG 60;GH0407 - Meloxicam | A101 | Oral | 7.5 mg | [21-60];TEVA;0,4;2,77;4,1;0,06
5568639;MEMANTINA RATIOPHARM 10 MG 28;GH0923 - Memantina | A101 | Oral | 10 mg | [1-30];TEVA;0,55;9,22;13,15;0,06
5568647;MEMANTINA RATIOPHARM 10 MG 56;GH0924 - Memantina | A101 | Oral | 10 mg | [31-60];TEVA;0,6;10,05;14,09;0,06
5568654;MEMANTINA RATIOPHARM 20 MG 28;GH0925 - Memantina | A101 | Oral | 20 mg | [1-30];TEVA;0,6;10,05;14,09;0,06
5553268;MEMANTINA TEVA 10 MG 28;GH0923 - Memantina | A101 | Oral | 10 mg | [1-30];TEVA;0,5;12,07;17,84;0,06
5553276;MEMANTINA TEVA 10 MG 56;GH0924 - Memantina | A101 | Oral | 10 mg | [31-60];TEVA;0,5;9,07;12,98;0,06
5553300;MEMANTINA TEVA 20 MG 28;GH0925 - Memantina | A101 | Oral | 20 mg | [1-30];TEVA;0,6;9,07;12,98;0,06
5553110;MEMANTINA ZIDRIUM (MG) COMP REVEST 10MG 28;GH0000 - Sem Grupo Homogéneo;TEVA;;;;
5553128;MEMANTINA ZIDRIUM (MG) COMP REVEST 10MG 56;GH0924 - Memantina | A101 | Oral | 10 mg | [31-60];TEVA;;;;
5553177;MEMANTINA ZIDRIUM (MG) COMP REVEST 20MG 28;GH0925 - Memantina | A101 | Oral | 20 mg | [1-30];TEVA;;;;
2905982;MEPHAQUIN LACTAB 250 MG 4;GH0000 - Sem Grupo Homogéneo;TEVA;0,1;8,2;11,99;0,06
4506481;MEPHAQUIN LACTAB 250 MG 8;GH0000 - Sem Grupo Homogéneo;TEVA;0,1;15,07;21,25;0,06
5022439;METFORMINA RATIOPHARM 1000 MG 60;GH0413 - Metformina | A101 | Oral | 1000 mg | [21-60];TEVA;0,35;2,12;3,36;0,06
5563689;METFORMINA RATIOPHARM 500 MG 60;GH0329 - Metformina | A101 | Oral | 500 mg | [21-60];TEVA;0,4;1,41;2,55;0,06
5786587;METFORMINA RATIOPHARM 850 MG 60;GH0214 - Metformina | A101 | Oral | 850 mg | [21-60];TEVA;0,35;2,15;3,39;0,06
5762000;METILFENIDATO RATIOPHARM 18 MG 30;GH1015 - Metilfenidato | A102 | Oral | 18 mg | [21-60];TEVA;0,4;10,05;14,1;0,06
5762018;METILFENIDATO RATIOPHARM 27 MG 30;GH1024 - Metilfenidato | A102 | Oral | 27 mg | [21-60];TEVA;0,3;14,9;21,06;0,06
5762026;METILFENIDATO RATIOPHARM 36 MG 30;GH0993 - Metilfenidato | A102 | Oral | 36 mg | [21-60];TEVA;0,4;14,99;21,16;0,06
5762034;METILFENIDATO RATIOPHARM 54 MG 30;GH0974 - Metilfenidato | A102 | Oral | 54 mg | [21-60];TEVA;0,55;19,21;25,94;0,06
5569181;MIRTAZAPINA RATIOPHARM   15 MG 60;GH0415 - Mirtazapina | A101 | Oral | 15 mg | [21-60];TEVA;0,4;7,23;10,88;0,06
5569280;MIRTAZAPINA RATIOPHARM   30 MG 60;GH0417 - Mirtazapina | A101 | Oral | 30 mg | [21-60];TEVA;0,15;22,27;33,06;0,06
5100359;MIRTAZAPINA RATIOPHARM 15 MG 30;GH0591 - Mirtazapina | A106 | Oral | 15 mg | [21-60];TEVA;0,45;4,26;5,8;0,06
5100417;MIRTAZAPINA RATIOPHARM 30 MG 30;GH0593 - Mirtazapina | A106 | Oral | 30 mg | [21-60];TEVA;0,6;5,82;8,58;0,06
5100458;MIRTAZAPINA RATIOPHARM 45 MG 30;GH0594 - Mirtazapina | A106 | Oral | 45 mg | [21-60];TEVA;0,55;8,73;12,59;0,06
5582325;MOMETASONA RATIOPHARM 50 µG/DOSE 140 DOSES - 1 UNIDADE;GH0975 - Mometasona | A501 | Nasal | 50 µg/dose | [101-200];TEVA;0,65;6,19;9,0;0,06
5582309;MOMETASONA TEVA 50 µG/DOSE 140 DOSES - 1 UNIDADE;GH0975 - Mometasona | A501 | Nasal | 50 µg/dose | [101-200];TEVA;0,05;3,79;5,27;0,06
5470844;MONTELUCASTE RATIOPHARM 10 MG 28;GH0888 - Montelucaste | A101 | Oral | 10 mg | [21-60];TEVA;0,6;3,95;5,45;0,06
5478144;MONTELUCASTE RATIOPHARM 4 MG 28;GH0890 - Montelucaste | A106 | Oral | 4 mg | [21-60];TEVA;0,6;4,52;6,1;0,06
5552344;MONTELUCASTE RATIOPHARM 4 MG 28;GH0997 - Montelucaste | A112 | Oral | 4 mg | [21-60];TEVA;0,45;7,33;11,0;0,06
5478169;MONTELUCASTE RATIOPHARM 5 MG 28;GH0892 - Montelucaste | A106 | Oral | 5 mg | [21-60];TEVA;0,6;4,76;6,37;0,06
5366315;MONTELUCASTE TEVA 10 MG 28;GH0888 - Montelucaste | A101 | Oral | 10 mg | [21-60];TEVA;0,6;5,91;8,68;0,06
5101530;MONTELUCASTE TEVA 4 MG 28;GH0890 - Montelucaste | A106 | Oral | 4 mg | [21-60];TEVA;0,6;6,63;9,51;0,06
5101613;MONTELUCASTE TEVA 5 MG 28;GH0892 - Montelucaste | A106 | Oral | 5 mg | [21-60];TEVA;0,6;6,33;9,17;0,06
5785951;NEBIVOLOL RATIOPHARM 5 MG 28;GH0649 - Nebivolol | A101 | Oral | 5 mg | [21-60];TEVA;0,65;4,5;6,08;0,06
5107800;NEBIVOLOL TEVA 5 MG 28;GH0649 - Nebivolol | A101 | Oral | 5 mg | [21-60];TEVA;0,5;4,12;5,64;0,06
5843891;NIMESULIDA RATIOPHARM 100 MG 20;GH0382 - Nimesulida | A101 | Oral | 100 mg | [1-20];TEVA;0,5;2,55;3,85;0,06
5491832;OLANZAPINA RATIOPHARM 10 MG 28;GH0862 - Olanzapina | A106 | Oral | 10 mg | [21-60];TEVA;0,5;18,01;24,58;0,06
5491733;OLANZAPINA RATIOPHARM 2.5 MG 28;GH0860 - Olanzapina | A101 | Oral | 2.5 mg | [21-60];TEVA;0,25;5,62;8,35;0,06
5491774;OLANZAPINA RATIOPHARM 5 MG 28;GH0861 - Olanzapina | A106 | Oral | 5 mg | [21-60];TEVA;0,45;9,63;13,62;0,06
5079942;OLANZAPINA TEVA 10 MG 28;GH0897 - Olanzapina | A101 | Oral | 10 mg | [21-60];TEVA;0,3;20,11;26,96;0,06
5080015;OLANZAPINA TEVA 10 MG 28;GH0862 - Olanzapina | A106 | Oral | 10 mg | [21-60];TEVA;0,3;12,55;18,39;0,06
5079967;OLANZAPINA TEVA 15 MG 28;GH0898 - Olanzapina | A101 | Oral | 15 mg | [21-60];TEVA;0,65;30,37;42,19;0,06
5080023;OLANZAPINA TEVA 15 MG 28;GH1051 - Olanzapina | A106 | Oral | 15 mg | [21-30];TEVA;0,65;28,05;39,57;0,06
5079876;OLANZAPINA TEVA 2.5 MG 28;GH0860 - Olanzapina | A101 | Oral | 2.5 mg | [21-60];TEVA;0,6;3,61;5,06;0,06
5080031;OLANZAPINA TEVA 20 MG 28;GH1052 - Olanzapina | A106 | Oral | 20 mg | [21-30];TEVA;0,5;48,38;65,92;0,06
5079900;OLANZAPINA TEVA 5 MG 28;GH0895 - Olanzapina | A101 | Oral | 5 mg | [21-60];TEVA;0,55;10,66;16,24;0,06
5080007;OLANZAPINA TEVA 5 MG 28;GH0861 - Olanzapina | A106 | Oral | 5 mg | [21-60];TEVA;0,35;6,6;9,47;0,06
5079918;OLANZAPINA TEVA 7.5 MG 28;GH0896 - Olanzapina | A101 | Oral | 7.5 mg | [21-60];TEVA;0,65;13,63;19,61;0,06
5128723;OLFEN 140 MG 10;H10.1.1. - Anti-Inflamatórios e Anti-Reumáticos;TEVA;0,45;9,48509485094851;13,51;
5797345;OLFEN ARTIC 10 MG/G 120 MG GEL;H10.1.1. - Anti-Inflamatórios e Anti-Reumáticos;TEVA;0,2;6,99;9,85;
5022942;OLFEN GEL 10MG/G 100G;H10.1.1. - Anti-Inflamatórios e Anti-Reumáticos;TEVA;;;;
5797402;OLFENEX ARTIC 20 MG/G 180 MG GEL;H10.1.1. - Anti-Inflamatórios e Anti-Reumáticos;TEVA;0,2;9,99;14,5;
5682877;OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA RATIOPHARM 20 MG + 12.5 MG 56;GH1091 - Olmesartan medoxomilo + Hidroclorotiazida | A101 | Oral | 20 mg + 12.5 mg | [21-60] unidade;TEVA;0,6;11,66;17,38;0,06
5682935;OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA RATIOPHARM 20 MG + 25 MG 56;GH1093 - Olmesartan medoxomilo + Hidroclorotiazida | A101 | Oral | 20 mg + 25 mg | [21-60] unidades;TEVA;0,6;11,66;17,38;0,06
5682950;OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA RATIOPHARM 40 MG + 12.5 MG 56;GH1094 - Olmesartan medoxomilo + Hidroclorotiazida | A101 | Oral | 40 mg + 12.5 mg | [21-60] unidade;TEVA;0,6;13,93;19,95;0,06
5682976;OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA RATIOPHARM 40 MG + 25 MG 56;GH1095 - Olmesartan medoxomilo + Hidroclorotiazida | A101 | Oral | 40 mg + 25 mg | [21-60] unidades;TEVA;0,6;13,93;19,95;0,06
5682356;OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA TEVA 20 MG + 12.5 MG 56;GH1091 - Olmesartan medoxomilo + Hidroclorotiazida | A101 | Oral | 20 mg + 12.5 mg | [21-60] unidade;TEVA;0,5;6,94;9,86;0,06
5682372;OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA TEVA 20 MG + 25 MG 56;GH1093 - Olmesartan medoxomilo + Hidroclorotiazida | A101 | Oral | 20 mg + 25 mg | [21-60] unidades;TEVA;0,5;6,94;9,86;0,06
5682612;OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA TEVA 40 MG + 12.5 MG 56;GH1094 - Olmesartan medoxomilo + Hidroclorotiazida | A101 | Oral | 40 mg + 12.5 mg | [21-60] unidade;TEVA;0,5;9,11;13,02;0,06
5682638;OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA TEVA 40 MG + 25 MG 56;GH1095 - Olmesartan medoxomilo + Hidroclorotiazida | A101 | Oral | 40 mg + 25 mg | [21-60] unidades;TEVA;0,45;9,76;13,76;0,06
5642277;OLMESARTAN MEDOXOMILO RATIOPHARM 10 MG 56;GH1097 - Olmesartan medoxomilo | A101 | Oral | 10 mg | [21-60] unidades;TEVA;0,65;10,43;15,98;0,06
5642327;OLMESARTAN MEDOXOMILO RATIOPHARM 20 MG 28;GH1088 - Olmesartan medoxomilo | A101 | Oral | 20 mg | [21-60] unidades;TEVA;0,6;5,01;6,66;0,06
5642376;OLMESARTAN MEDOXOMILO RATIOPHARM 40 MG 28;GH1089 - Olmesartan medoxomilo | A101 | Oral | 40 mg | [21-60] unidades;TEVA;0,45;5,45;8,16;0,06
5341870;OLMESARTAN MEDOXOMILO TEVA 10 MG 56;GH1097 - Olmesartan medoxomilo | A101 | Oral | 10 mg | [21-60] unidades;TEVA;0,45;9,4;13,36;0,06
5341920;OLMESARTAN MEDOXOMILO TEVA 20 MG 56;GH1088 - Olmesartan medoxomilo | A101 | Oral | 20 mg | [21-60] unidades;TEVA;0,35;9,37;13,32;0,06
5341953;OLMESARTAN MEDOXOMILO TEVA 40 MG 56;GH1089 - Olmesartan medoxomilo | A101 | Oral | 40 mg | [21-60] unidades;TEVA;0,4;10,73;16,32;0,06
5032297;OMEPRAZOL GASEC DURAS GASTRORRESISTENTES 20 MG 14;GH0119 - Omeprazol | A103 | Oral | 20 mg | [1-20];TEVA;0,65;4,46;6,03;0,06
5032495;OMEPRAZOL GASEC DURAS GASTRORRESISTENTES 20 MG 56;GH0120 - Omeprazol | A103 | Oral | 20 mg | [21-60];TEVA;0,55;5,03;6,68;0,06
5107537;OMEPRAZOL GREEN AVET 20 MG 56;GH0120 - Omeprazol | A103 | Oral | 20 mg | [21-60];TEVA;;;;0,06
5107354;OMEPRAZOL RATIOPHARM 20 MG 14;GH0119 - Omeprazol | A103 | Oral | 20 mg | [1-20];TEVA;0,3;4,07;5,59;0,06
5107370;OMEPRAZOL RATIOPHARM 20 MG 56;GH0120 - Omeprazol | A103 | Oral | 20 mg | [21-60];TEVA;0,55;7,73;11,45;0,06
5107420;OMEPRAZOL RATIOPHARM 40 MG 56;GH0331 - Omeprazol | A103 | Oral | 40 mg | [21-60];TEVA;0,2;7,03;9,96;0,06
5107438;OMEPRAZOL TEVA 20 MG 14;GH0119 - Omeprazol | A103 | Oral | 20 mg | [1-20];TEVA;0,65;4,46;6,03;0,06
5107453;OMEPRAZOL TEVA 20 MG 56;GH0120 - Omeprazol | A103 | Oral | 20 mg | [21-60];TEVA;0,25;3,08;4,45;0,06
5107503;OMEPRAZOL TEVA 40 MG 56;GH0331 - Omeprazol | A103 | Oral | 40 mg | [21-60];TEVA;0,5;9,67;13,66;0,06
5404108;ORLISTATO RATIOPHARM 120 MG 84;GH0000 - Sem Grupo Homogéneo;TEVA;0,4;43,49;56,97;0,06
5404116;ORLISTATO RATIOPHARM 60 MG 84;H13.3.2. - Produtos Perda de Peso;TEVA;0,5;29,15;47,0;
5404124;ORLISTATO RATIOPHARM CÁPS 60MG 42;H13.3.2. - Produtos Perda de Peso;TEVA;;;;
5765342;PALIPERIDONA RATIOPHARM 3 MG 28;GH1138 - Paliperidona | A102 | Oral | 3 mg | [21-60] unidades;TEVA;0,55;30,12;41,9;0,06
5765359;PALIPERIDONA RATIOPHARM 6 MG 28;GH1139 - Paliperidona | A102 | Oral | 6 mg | [21-60] unidades;TEVA;0,5;31,76;43,75;0,06
5765367;PALIPERIDONA RATIOPHARM 9 MG 28;GH1140 - Paliperidona | A102 | Oral | 9 mg | [21-60] unidades;TEVA;0,5;33,48;45,69;0,06
5765524;PALIPERIDONA TEVA 3 MG 28;GH1138 - Paliperidona | A102 | Oral | 3 mg | [21-60] unidades;TEVA;0,55;31,18;43,1;0,06
5765508;PALIPERIDONA TEVA 6 MG 28;GH1139 - Paliperidona | A102 | Oral | 6 mg | [21-60] unidades;TEVA;0,5;33,15;45,32;0,06
5765532;PALIPERIDONA TEVA 9 MG 28;GH1140 - Paliperidona | A102 | Oral | 9 mg | [21-60] unidades;TEVA;0,5;34,64;47,0;0,06
5171871;PANTOPRAZOL MEPHA 20 MG 14;GH0618 - Pantoprazol | A103 | Oral | 20 mg | [1-20];TEVA;0,35;1,94;3,15;0,06
5171913;PANTOPRAZOL MEPHA 20 MG 56;GH0619 - Pantoprazol | A103 | Oral | 20 mg | [21-60];TEVA;0,45;3,7;5,16;0,06
5171954;PANTOPRAZOL MEPHA 40 MG 14;GH0620 - Pantoprazol | A103 | Oral | 40 mg | [1-20];TEVA;0,55;2,64;3,95;0,06
5171970;PANTOPRAZOL MEPHA 40 MG 56;GH0621 - Pantoprazol | A103 | Oral | 40 mg | [21-60];TEVA;0,65;7,13;10,77;0,06
5171574;PANTOPRAZOL RATIOPHARM 20 MG 14;GH0618 - Pantoprazol | A103 | Oral | 20 mg | [1-20];TEVA;0,45;2,21;3,46;0,06
5171616;PANTOPRAZOL RATIOPHARM 20 MG 56;GH0619 - Pantoprazol | A103 | Oral | 20 mg | [21-60];TEVA;0,4;2,66;3,97;0,06
5171657;PANTOPRAZOL RATIOPHARM 40 MG 14;GH0620 - Pantoprazol | A103 | Oral | 40 mg | [1-20];TEVA;0,55;2,64;3,95;0,06
5171673;PANTOPRAZOL RATIOPHARM 40 MG 56;GH0621 - Pantoprazol | A103 | Oral | 40 mg | [21-60];TEVA;0,5;3,9;5,39;0,06
5328356;PANTOPRAZOL TEVA 20 MG 14;GH0618 - Pantoprazol | A103 | Oral | 20 mg | [1-20];TEVA;0,3;1,13;2,23;0,06
5328372;PANTOPRAZOL TEVA 20 MG 56;GH0619 - Pantoprazol | A103 | Oral | 20 mg | [21-60];TEVA;0,35;1,96;3,17;0,06
5328430;PANTOPRAZOL TEVA 40 MG 14;GH0620 - Pantoprazol | A103 | Oral | 40 mg | [1-20];TEVA;0,4;1,03;2,11;0,06
5328455;PANTOPRAZOL TEVA 40 MG 56;GH0621 - Pantoprazol | A103 | Oral | 40 mg | [21-60];TEVA;0,35;3,19;4,58;0,06
5413745;PARACETAMOL RATIOPHARM 1000 MG 20;GH0700 - Paracetamol | A101 | Oral | 1000 mg | [1-20];TEVA;0,4;1,05;2,13;0,06
2318988;PARACETAMOL RATIOPHARM 500 MG 20;H02.1.1. - Analgésicos e Antipiréticos;TEVA;0,5;0,71;0,99;
5789870;PAROXETINA BRAVET20 MG60;GH0221 - Paroxetina | A101 | Oral | 20 mg | [21-60];TEVA;0,3;5,15;7,82;0,06
5042957;PAROXETINA RATIOPHARM  20 MG 60;GH0221 - Paroxetina | A101 | Oral | 20 mg | [21-60];TEVA;0,35;10,13;15,64;0,06
